ID ligne,ID commande,Année de la commande,Mois de la commande,Jour de la commande,Année de la livraison,Mois de la livraison,Jour de la livraison,Mode d'expédition,ID client,Nom du client,Segment,Ville,État/Province,Pays\Région,Région de vente,ID produit,Catégorie,Sous-catégorie,Remise,Produit,Montant des ventes,Quantité,Profit
4539,DO-2016-112151,2016,4,4,2016,4,11,Tarif normal,MR-18820,Millán Rubio,Grand public,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-AR-10000266,Fournitures de bureau,Art,0.2,"BIC Markers, Fluorescent",560.96,2,188.96
4540,MX-2017-146920,2017,6,25,2017,6,29,J+2,CM-12820,Cornelio Marín,Bureau à domicile,Saltillo,Coahuila,Mexique,LATAM - Nord,OFF-AP-10002229,Fournitures de bureau,Électroménager,0,"KitchenAid Coffee Grinder, Red",644,2,6.4
4541,NI-2017-163559,2017,3,16,2017,3,21,Tarif normal,MN-18160,Macarena Nava,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-EN-10003361,Fournitures de bureau,Enveloppes,0,"GlobeWeis Manila Envelope, Security-Tint",1678.6,7,536.2
4542,DO-2017-141747,2017,6,28,2017,7,5,Tarif normal,EG-13735,Edith González,Bureau à domicile,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-SU-10004911,Fournitures de bureau,Fournitures,0.2,"Acme Shears, High Speed",3713.28,12,137.28
4543,DO-2017-141747,2017,6,28,2017,7,5,Tarif normal,EG-13735,Edith González,Bureau à domicile,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-BI-10001833,Fournitures de bureau,Classeurs,0.2,"Ibico Hole Reinforcements, Recycled",388,5,53
4544,MX-2018-139794,2018,11,19,2018,11,24,Tarif normal,AR-10420,Azucena Rodríguez,Entreprise,Saltillo,Coahuila,Mexique,LATAM - Nord,TEC-PH-10000810,Produits technologiques,Téléphones,0,"Nokia Headset, VoIP",742.2,3,103.8
4545,AR-2018-131814,2018,6,6,2018,6,10,Tarif normal,CQ-12865,Conrado Quiñones,Grand public,Buenos Aires,Cité autonome de Buenos Aires,Argentine,LATAM - Sud,FUR-CH-10000423,Mobilier,Chaises,0.4,"Hon Chairmat, Set of Two",774.72,4,89.92
4546,AR-2018-131814,2018,6,6,2018,6,10,Tarif normal,CQ-12865,Conrado Quiñones,Grand public,Buenos Aires,Cité autonome de Buenos Aires,Argentine,LATAM - Sud,TEC-PH-10000070,Produits technologiques,Téléphones,0.402,"Nokia Headset, with Caller ID",7550.95,5,-4193.054
4547,DO-2017-117961,2017,11,26,2017,12,1,Tarif normal,AG-11095,Ania Gámez,Entreprise,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-ST-10003764,Fournitures de bureau,Stockage,0.2,"Tenex Box, Industrial",3516.8,7,0
4548,HN-2018-109659,2018,4,4,2018,4,8,Tarif normal,CL-12205,Camilo Laderas,Grand public,San Pedro Sula,Cortés,Honduras,LATAM - Centre,OFF-BI-10003702,Fournitures de bureau,Classeurs,0.4,"Wilson Jones Binder Covers, Durable",398.88,6,-21.12
4549,CO-2017-165071,2017,10,24,2017,10,29,Tarif normal,DM-13630,Delia Miramontes,Grand public,Montenegro,Quindío,Colombie,LATAM - Sud,FUR-BO-10000002,Mobilier,Bibliothèques,0,"Bush Classic Bookcase, Mobile",216,3,49.2
4550,CO-2017-165071,2017,10,24,2017,10,29,Tarif normal,DM-13630,Delia Miramontes,Grand public,Montenegro,Quindío,Colombie,LATAM - Sud,OFF-ST-10002659,Fournitures de bureau,Stockage,0,"Smead Shelving, Wire Frame",2223.6,3,600
4551,CO-2017-165071,2017,10,24,2017,10,29,Tarif normal,DM-13630,Delia Miramontes,Grand public,Montenegro,Quindío,Colombie,LATAM - Sud,OFF-AR-10001672,Fournitures de bureau,Art,0,"Boston Sketch Pad, Easy-Erase",18887,5,8876
4552,PE-2016-140662,2016,1,13,2016,1,16,Prioritaire,JH-16750,José Hernández,Grand public,Lima,Lima (city),Pérou,LATAM - Sud,OFF-ST-10001999,Fournitures de bureau,Stockage,0.4,"Tenex Folders, Wire Frame",75.72,1,-7.68
4553,PE-2016-140662,2016,1,13,2016,1,16,Prioritaire,JH-16750,José Hernández,Grand public,Lima,Lima (city),Pérou,LATAM - Sud,OFF-FA-10000046,Fournitures de bureau,Éléments de fixation,0.4,"Advantus Staples, Bulk Pack",372.96,2,49.36
4554,MX-2017-108098,2017,11,2,2017,11,8,Tarif normal,LC-17635,León Caballero,Entreprise,Irapuato,Guanajuato,Mexique,LATAM - Nord,OFF-BI-10000115,Fournitures de bureau,Classeurs,0,"Acco Hole Reinforcements, Clear",162.4,4,58.4
4555,MX-2017-108098,2017,11,2,2017,11,8,Tarif normal,LC-17635,León Caballero,Entreprise,Irapuato,Guanajuato,Mexique,LATAM - Nord,OFF-FA-10003990,Fournitures de bureau,Éléments de fixation,0,"Stockwell Clamps, Metal",454,2,158.8
4556,PE-2017-164399,2017,9,4,2017,9,9,Tarif normal,JT-17050,Jairo Tovar,Grand public,Lima,Lima (city),Pérou,LATAM - Sud,OFF-ST-10002608,Fournitures de bureau,Stockage,0.4,"Eldon Box, Industrial",803.52,4,-322.08
4557,GT-2016-159380,2016,8,1,2016,8,3,Prioritaire,LV-17830,Lucía Villa,Grand public,Escuintla,Escuintla,Guatemala,LATAM - Centre,OFF-SU-10004650,Fournitures de bureau,Fournitures,0,"Acme Scissors, High Speed",1159.6,1,324.6
4558,DO-2015-122049,2015,10,5,2015,10,5,Le même jour,LC-17800,Lorena Corral,Bureau à domicile,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-BI-10000312,Fournitures de bureau,Classeurs,0.2,"Cardinal Binder Covers, Economy",289.92,4,82.72
4559,BR-2016-164098,2016,9,9,2016,9,13,Tarif normal,TG-21055,Tamara González,Grand public,São Paulo,São Paulo,Brésil,LATAM - Sud,OFF-EN-10002736,Fournitures de bureau,Enveloppes,0,"Cameo Clasp Envelope, with clear poly window",1032,6,184.8
4560,MX-2016-154921,2016,1,10,2016,1,13,Prioritaire,MN-18160,Macarena Nava,Grand public,Hermosillo,Sonora,Mexique,LATAM - Nord,OFF-ST-10001173,Fournitures de bureau,Stockage,0.4,"Eldon Folders, Industrial",505.2,5,25.2
4562,SV-2018-109757,2018,2,28,2018,3,2,Prioritaire,AF-10120,Abril Ferrer,Bureau à domicile,Apopa,San Salvador,Le Salvador,LATAM - Centre,OFF-AR-10001462,Fournitures de bureau,Art,0,"Stanley Highlighters, Fluorescent",2059.2,8,513.6
4563,PA-2017-140284,2017,11,27,2017,12,1,J+2,OL-19645,Olga Laureano,Entreprise,Arraiján,Panamá,Panama,LATAM - Centre,OFF-PA-10003037,Fournitures de bureau,Papier,0.4,"Eaton Memo Slips, Multicolor",2026.08,3,-709.32
4564,BR-2018-111633,2018,9,8,2018,9,14,Tarif normal,ÁA-10360,Ágata Alonso,Entreprise,Eunápolis,Bahía,Brésil,LATAM - Sud,OFF-ST-10001460,Fournitures de bureau,Stockage,0,"Smead Trays, Industrial",3102.4,8,123.2
4565,MX-2018-158505,2018,9,24,2018,9,29,Tarif normal,TA-21175,Teodora Atencio,Entreprise,Ciudad Acuña,Coahuila,Mexique,LATAM - Nord,OFF-AR-10001461,Fournitures de bureau,Art,0,"BIC Canvas, Water Color",6678.4,2,2871.6
4566,CU-2018-158764,2018,11,17,2018,11,21,J+2,BL-11890,Baudilio Lozada,Grand public,Camagüey,Camagüey,Cuba,LATAM - Caraïbes,OFF-FA-10002964,Fournitures de bureau,Éléments de fixation,0,"Accos Clamps, 12 Pack",1183.2,4,236
4567,CU-2018-158764,2018,11,17,2018,11,21,J+2,BL-11890,Baudilio Lozada,Grand public,Camagüey,Camagüey,Cuba,LATAM - Caraïbes,OFF-LA-10000880,Fournitures de bureau,Étiquettes,0,"Novimex Removable Labels, 5000 Label Set",728.8,4,269.6
4568,CU-2018-158764,2018,11,17,2018,11,21,J+2,BL-11890,Baudilio Lozada,Grand public,Camagüey,Camagüey,Cuba,LATAM - Caraïbes,OFF-ST-10000130,Fournitures de bureau,Stockage,0,"Eldon Trays, Wire Frame",2930,1,58.6
4569,BR-2017-109141,2017,12,10,2017,12,12,J+2,LV-17575,Lourdes Villegas,Grand public,Joinville,Santa Catarina,Brésil,LATAM - Sud,OFF-ST-10004577,Fournitures de bureau,Stockage,0,"Tenex Shelving, Wire Frame",9192.6,3,2665.8
4570,MX-2018-123512,2018,5,15,2018,5,19,Tarif normal,AM-10075,Alberto Márquez,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-AR-10001461,Fournitures de bureau,Art,0,"BIC Canvas, Water Color",20035.2,6,8614.8
4571,CL-2017-118577,2017,4,16,2017,4,22,Tarif normal,DL-13240,Dánae Lebrón,Bureau à domicile,Antofagasta,Antofagasta,Chili,LATAM - Sud,TEC-MA-10000331,Produits technologiques,Machines,0.002,"Okidata Printer, White",6385.6,3,3186.4032
4572,CL-2017-118577,2017,4,16,2017,4,22,Tarif normal,DL-13240,Dánae Lebrón,Bureau à domicile,Antofagasta,Antofagasta,Chili,LATAM - Sud,FUR-CH-10003062,Mobilier,Chaises,0,"Novimex Chairmat, Red",1316.6,1,52.6
4573,CL-2017-118577,2017,4,16,2017,4,22,Tarif normal,DL-13240,Dánae Lebrón,Bureau à domicile,Antofagasta,Antofagasta,Chili,LATAM - Sud,OFF-LA-10002159,Fournitures de bureau,Étiquettes,0,"Hon Removable Labels, Adjustable",744,3,111.6
4574,CL-2017-118577,2017,4,16,2017,4,22,Tarif normal,DL-13240,Dánae Lebrón,Bureau à domicile,Antofagasta,Antofagasta,Chili,LATAM - Sud,TEC-AC-10002738,Produits technologiques,Accessoires,0,"Belkin Memory Card, Programmable",2167.2,4,216
4575,MX-2017-115182,2017,8,31,2017,9,2,J+2,AB-10885,Ana Borrego,Grand public,Chihuahua,Chihuahua,Mexique,LATAM - Nord,OFF-EN-10000890,Fournitures de bureau,Enveloppes,0,"Ames Peel and Seal, Recycled",600.6,3,288
4576,PE-2018-123288,2018,11,19,2018,11,23,Tarif normal,LS-18100,Luján Salinas,Grand public,Chimbote,Ancash,Pérou,LATAM - Sud,TEC-PH-10003325,Produits technologiques,Téléphones,0.4,"Samsung Speaker Phone, with Caller ID",1594.08,6,-478.32
4577,SV-2017-139080,2017,6,5,2017,6,10,J+2,CT-12535,Cecilia Tejada,Entreprise,Mejicanos,San Salvador,Le Salvador,LATAM - Centre,OFF-ST-10001646,Fournitures de bureau,Stockage,0,"Fellowes Box, Wire Frame",2172,3,1020.6
4578,PA-2015-108070,2015,12,10,2015,12,13,Prioritaire,CM-12415,Casimira Marín,Grand public,Ciudad de Panamá,Panamá,Panama,LATAM - Centre,OFF-SU-10004283,Fournitures de bureau,Fournitures,0.4,"Elite Shears, Steel",1947.96,7,-747.04
4579,PA-2015-108070,2015,12,10,2015,12,13,Prioritaire,CM-12415,Casimira Marín,Grand public,Ciudad de Panamá,Panamá,Panama,LATAM - Centre,OFF-LA-10001188,Fournitures de bureau,Étiquettes,0.4,"Novimex Shipping Labels, Adjustable",985.68,6,-0.72
4580,MX-2018-156615,2018,6,2,2018,6,5,Prioritaire,FO-14755,Felipe Oquendo,Grand public,Tijuana,Basse-Californie,Mexique,LATAM - Nord,OFF-AP-10001298,Fournitures de bureau,Électroménager,0,"Breville Stove, Black",2079,11,415.8
4581,MX-2018-156615,2018,6,2,2018,6,5,Prioritaire,FO-14755,Felipe Oquendo,Grand public,Tijuana,Basse-Californie,Mexique,LATAM - Nord,OFF-EN-10001728,Fournitures de bureau,Enveloppes,0,"Jiffy Interoffice Envelope, Recycled",996.6,3,348.6
4582,MX-2018-156615,2018,6,2,2018,6,5,Prioritaire,FO-14755,Felipe Oquendo,Grand public,Tijuana,Basse-Californie,Mexique,LATAM - Nord,OFF-ST-10000872,Fournitures de bureau,Stockage,0.2,"Fellowes File Cart, Single Width",9675.52,2,-2056.08
4583,MX-2018-156615,2018,6,2,2018,6,5,Prioritaire,FO-14755,Felipe Oquendo,Grand public,Tijuana,Basse-Californie,Mexique,LATAM - Nord,OFF-AR-10002433,Fournitures de bureau,Art,0,"Stanley Pens, Easy-Erase",149.2,2,70
4584,MX-2018-156615,2018,6,2,2018,6,5,Prioritaire,FO-14755,Felipe Oquendo,Grand public,Tijuana,Basse-Californie,Mexique,LATAM - Nord,TEC-CO-10001567,Produits technologiques,Photocopieurs,0,"Brother Copy Machine, Laser",310.2,1,0
4585,NI-2015-150973,2015,10,28,2015,10,29,Prioritaire,HM-16000,Hugo Maldonado,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,TEC-PH-10003492,Produits technologiques,Téléphones,0,"Cisco Audio Dock, Full Size",12780,3,894.6
4586,NI-2015-150973,2015,10,28,2015,10,29,Prioritaire,HM-16000,Hugo Maldonado,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,FUR-BO-10001387,Mobilier,Bibliothèques,0,"Safco Floating Shelf Set, Traditional",220,2,24
4587,SV-2018-134523,2018,12,25,2018,12,28,Prioritaire,AR-10420,Azucena Rodríguez,Entreprise,Cuscatancingo,San Salvador,Le Salvador,LATAM - Centre,OFF-AR-10004825,Fournitures de bureau,Art,0,"BIC Canvas, Fluorescent",222,5,93
4588,CU-2015-159688,2015,7,19,2015,7,23,Tarif normal,CC-12910,Concordia Cuéllar,Bureau à domicile,Palma Soriano,Santiago de Cuba,Cuba,LATAM - Caraïbes,FUR-FU-10000295,Mobilier,Meubles,0,"Advantus Light Bulb, Black",3047.4,9,59.4
4589,CU-2015-159688,2015,7,19,2015,7,23,Tarif normal,CC-12910,Concordia Cuéllar,Bureau à domicile,Palma Soriano,Santiago de Cuba,Cuba,LATAM - Caraïbes,OFF-EN-10004296,Fournitures de bureau,Enveloppes,0,"GlobeWeis Mailers, Security-Tint",320.4,2,108.8
4590,CU-2015-159688,2015,7,19,2015,7,23,Tarif normal,CC-12910,Concordia Cuéllar,Bureau à domicile,Palma Soriano,Santiago de Cuba,Cuba,LATAM - Caraïbes,TEC-CO-10000660,Produits technologiques,Photocopieurs,0,"Hewlett Copy Machine, Color",1106.4,2,376
4591,CU-2018-165449,2018,11,5,2018,11,10,Tarif normal,FT-14635,Florencia Terán,Entreprise,Ciego de Ávila,Ciego de Ávila,Cuba,LATAM - Caraïbes,TEC-MA-10003515,Produits technologiques,Machines,0.002,"Panasonic Printer, Red",11730.49,6,3384.492
4592,CU-2018-165449,2018,11,5,2018,11,10,Tarif normal,FT-14635,Florencia Terán,Entreprise,Ciego de Ávila,Ciego de Ávila,Cuba,LATAM - Caraïbes,OFF-ST-10000643,Fournitures de bureau,Stockage,0,"Eldon Trays, Industrial",6061.8,1,1030.4
4593,HN-2016-148810,2016,11,2,2016,11,4,J+2,EA-13825,Eloy Alcántara,Entreprise,San Pedro Sula,Cortés,Honduras,LATAM - Centre,TEC-CO-10003807,Produits technologiques,Photocopieurs,0.402,"HP Personal Copier, Laser",1908.82,2,-325.584
4594,SV-2017-125787,2017,11,25,2017,12,1,Tarif normal,CM-12235,Carlos Marrero,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,TEC-MA-10000327,Produits technologiques,Machines,0.002,"Epson Phone, Durable",5016.75,2,894.7464
4595,MX-2015-110583,2015,11,1,2015,11,3,J+2,MA-18250,Mafalda Alvarado,Entreprise,Mexicali,Basse-Californie,Mexique,LATAM - Nord,OFF-LA-10000707,Fournitures de bureau,Étiquettes,0,"Avery Legal Exhibit Labels, Adjustable",334.4,2,143.6
4596,MX-2016-169187,2016,7,17,2016,7,19,J+2,KC-17200,Karmele Carbajal,Entreprise,Chihuahua,Chihuahua,Mexique,LATAM - Nord,OFF-BI-10004554,Fournitures de bureau,Classeurs,0,"Avery Index Tab, Clear",482.4,4,153.6
4597,MX-2016-143196,2016,1,11,2016,1,16,Tarif normal,MT-18520,Marta Tovar,Grand public,Monterrey,Nuevo León,Mexique,LATAM - Nord,OFF-PA-10002371,Fournitures de bureau,Papier,0.2,"Green Bar Message Books, 8.5 x 11",13219.2,6,330
4598,MX-2016-143196,2016,1,11,2016,1,16,Tarif normal,MT-18520,Marta Tovar,Grand public,Monterrey,Nuevo León,Mexique,LATAM - Nord,FUR-CH-10000105,Mobilier,Chaises,0,"Hon Steel Folding Chair, Set of Two",1931.8,13,676
4599,MX-2016-143196,2016,1,11,2016,1,16,Tarif normal,MT-18520,Marta Tovar,Grand public,Monterrey,Nuevo León,Mexique,LATAM - Nord,TEC-PH-10002586,Produits technologiques,Téléphones,0,"Nokia Office Telephone, with Caller ID",532.2,1,266
4600,NI-2015-130218,2015,12,10,2015,12,14,Tarif normal,RV-20500,Regina Vega,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-AR-10002681,Fournitures de bureau,Art,0,"Stanley Canvas, Fluorescent",272,5,40
4601,BR-2018-168543,2018,10,6,2018,10,10,Tarif normal,JC-17005,Julio César Torres,Grand public,Teresina,Piauí,Brésil,LATAM - Sud,OFF-AR-10000659,Fournitures de bureau,Art,0,"BIC Pencil Sharpener, Fluorescent",163,5,44
4602,MX-2018-113376,2018,6,24,2018,6,28,Tarif normal,LM-17605,Lucrecia Maldonado,Entreprise,Linares,Nuevo León,Mexique,LATAM - Nord,TEC-PH-10003927,Produits technologiques,Téléphones,0,"Cisco Signal Booster, Full Size",1681.2,2,369.6
4603,BR-2017-140172,2017,10,16,2017,10,23,Tarif normal,AT-11500,Aniceto Toledo,Grand public,Tatuí,São Paulo,Brésil,LATAM - Sud,OFF-AR-10000467,Fournitures de bureau,Art,0,"Sanford Markers, Fluorescent",2401,7,935.2
4604,HN-2017-139661,2017,9,6,2017,9,6,Le même jour,RO-20560,René Olivo,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-AR-10000266,Fournitures de bureau,Art,0.4,"BIC Markers, Fluorescent",152.28,3,12.48
4605,HN-2017-139661,2017,9,6,2017,9,6,Le même jour,RO-20560,René Olivo,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-BI-10004328,Fournitures de bureau,Classeurs,0.4,"Wilson Jones Binding Machine, Economy",377.16,7,-51.24
4606,HN-2017-139661,2017,9,6,2017,9,6,Le même jour,RO-20560,René Olivo,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-FA-10001520,Fournitures de bureau,Éléments de fixation,0.4,"Stockwell Thumb Tacks, 12 Pack",1328.04,7,-45.36
4607,HN-2017-139661,2017,9,6,2017,9,6,Le même jour,RO-20560,René Olivo,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,TEC-PH-10004263,Produits technologiques,Téléphones,0.4,"Cisco Signal Booster, with Caller ID",292.8,1,-117.2
4608,HN-2017-139661,2017,9,6,2017,9,6,Le même jour,RO-20560,René Olivo,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-EN-10003361,Fournitures de bureau,Enveloppes,0.4,"GlobeWeis Manila Envelope, Security-Tint",431.64,3,-57.96
4609,PA-2018-124366,2018,6,21,2018,6,26,J+2,GC-15460,Guiomar Cuellar,Entreprise,San Miguelito,Panamá,Panama,LATAM - Centre,TEC-CO-10003268,Produits technologiques,Photocopieurs,0.4,"HP Fax and Copier, Color",542.52,3,-54.48
4610,BR-2015-102113,2015,12,2,2015,12,7,Tarif normal,AR-11140,Antonio Rocha,Grand public,Igarassu,Pernambuco,Brésil,LATAM - Sud,FUR-FU-10000298,Mobilier,Meubles,0,"Eldon Photo Frame, Duo Pack",386.8,2,112
4611,BR-2015-102113,2015,12,2,2015,12,7,Tarif normal,AR-11140,Antonio Rocha,Grand public,Igarassu,Pernambuco,Brésil,LATAM - Sud,OFF-AR-10002991,Fournitures de bureau,Art,0,"Binney & Smith Markers, Blue",571.2,7,28
4612,MX-2016-161998,2016,6,22,2016,6,24,Prioritaire,FM-14785,Flora Montes,Bureau à domicile,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-AR-10004884,Fournitures de bureau,Art,0,"Sanford Pens, Fluorescent",238,5,66
4613,CO-2016-145009,2016,6,26,2016,7,2,Tarif normal,BC-11830,Beltrán Comino,Entreprise,Palmira,Valle del Cauca,Colombie,LATAM - Sud,FUR-CH-10002498,Mobilier,Chaises,0,"Harbour Creations Steel Folding Chair, Red",1157.4,3,243
4614,MX-2016-141390,2016,12,3,2016,12,7,Tarif normal,VA-21445,Valentina Acuna,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-ST-10002271,Fournitures de bureau,Stockage,0.4,"Rogers Shelving, Wire Frame",303.48,3,-197.52
4615,MX-2016-141390,2016,12,3,2016,12,7,Tarif normal,VA-21445,Valentina Acuna,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-BI-10003114,Fournitures de bureau,Classeurs,0,"Ibico Hole Reinforcements, Economy",307.8,3,123
4616,MX-2016-141390,2016,12,3,2016,12,7,Tarif normal,VA-21445,Valentina Acuna,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-BI-10000440,Fournitures de bureau,Classeurs,0,"Acco Index Tab, Economy",840.6,9,41.4
4617,MX-2016-141390,2016,12,3,2016,12,7,Tarif normal,VA-21445,Valentina Acuna,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-BI-10003068,Fournitures de bureau,Classeurs,0,"Ibico Binding Machine, Durable",967.8,3,38.4
4618,SV-2018-132290,2018,10,22,2018,10,26,Tarif normal,LL-17845,Lidia Laureano,Grand public,Apopa,San Salvador,Le Salvador,LATAM - Centre,OFF-AR-10003117,Fournitures de bureau,Art,0,"BIC Pencil Sharpener, Blue",296,5,2
4619,HT-2015-169957,2015,6,29,2015,7,4,Tarif normal,BP-11755,Bárbara Portillo,Grand public,Carrefour,Ouest,Haïti,LATAM - Caraïbes,OFF-ST-10003641,Fournitures de bureau,Stockage,0.4,"Fellowes Trays, Wire Frame",663.6,1,-143.8
4620,MX-2018-158099,2018,3,2,2018,3,3,Prioritaire,AG-10660,Alexia Garza,Grand public,Ciudad Obregón,Sonora,Mexique,LATAM - Nord,OFF-AP-10002531,Fournitures de bureau,Électroménager,0,"Hoover Blender, White",173.6,2,84.8
4621,CL-2016-110219,2016,6,6,2016,6,9,Prioritaire,VC-21730,Virgilio Cardona,Bureau à domicile,Talcahuano,Bío-Bío,Chili,LATAM - Sud,TEC-MA-10000686,Produits technologiques,Machines,0.002,"Epson Phone, Wireless",7218.53,3,2516.934
4622,GT-2017-129308,2017,4,12,2017,4,18,Tarif normal,RD-20215,Ramiro Dávila,Grand public,Petapa,Guatemala,Guatemala,LATAM - Centre,OFF-AR-10002156,Fournitures de bureau,Art,0,"Stanley Highlighters, Blue",1354.8,3,175.8
4623,GT-2017-129308,2017,4,12,2017,4,18,Tarif normal,RD-20215,Ramiro Dávila,Grand public,Petapa,Guatemala,Guatemala,LATAM - Centre,FUR-FU-10002305,Mobilier,Meubles,0,"Advantus Door Stop, Black",315,3,116.4
4624,DO-2018-153857,2018,10,6,2018,10,8,J+2,LM-17605,Lucrecia Maldonado,Entreprise,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-BI-10002799,Fournitures de bureau,Classeurs,0.2,"Cardinal Binder Covers, Clear",1165.92,7,232.12
4625,DO-2018-153857,2018,10,6,2018,10,8,J+2,LM-17605,Lucrecia Maldonado,Entreprise,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-BI-10003068,Fournitures de bureau,Classeurs,0.2,"Ibico Binding Machine, Durable",1032.32,4,-206.88
4626,DO-2018-153857,2018,10,6,2018,10,8,J+2,LM-17605,Lucrecia Maldonado,Entreprise,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-AR-10002037,Fournitures de bureau,Art,0.2,"Stanley Sketch Pad, Fluorescent",2426.4,5,-182.6
4627,BR-2018-151519,2018,9,1,2018,9,6,Tarif normal,VV-21550,Victoria Valdivia,Bureau à domicile,São Paulo,São Paulo,Brésil,LATAM - Sud,TEC-PH-10001732,Produits technologiques,Téléphones,0,"Samsung Audio Dock, Cordless",8117.2,7,2840.6
4628,GT-2017-155117,2017,4,14,2017,4,18,Tarif normal,KA-17215,Karmele Andante,Grand public,Villa Nueva,Guatemala,Guatemala,LATAM - Centre,FUR-FU-10000612,Mobilier,Meubles,0,"Tenex Frame, Black",2457,7,515.2
4630,DO-2018-132528,2018,4,15,2018,4,19,Tarif normal,TM-21220,Tirso Marín,Grand public,La Romana,La Romana,République dominicaine,LATAM - Caraïbes,OFF-ST-10004267,Fournitures de bureau,Stockage,0.2,"Smead File Cart, Single Width",1264,5,142
4631,DO-2018-132528,2018,4,15,2018,4,19,Tarif normal,TM-21220,Tirso Marín,Grand public,La Romana,La Romana,République dominicaine,LATAM - Caraïbes,TEC-MA-10001298,Produits technologiques,Machines,0.202,"StarTech Receipt Printer, Wireless",1499.6,2,-135.5984
4632,DO-2018-132528,2018,4,15,2018,4,19,Tarif normal,TM-21220,Tirso Marín,Grand public,La Romana,La Romana,République dominicaine,LATAM - Caraïbes,FUR-CH-10002090,Mobilier,Chaises,0.2,"Hon Swivel Stool, Adjustable",2929.28,4,-220.32
4633,BR-2016-160423,2016,7,15,2016,7,19,Tarif normal,LP-17725,Lía Pabón,Grand public,São José dos Campos,São Paulo,Brésil,LATAM - Sud,OFF-SU-10003924,Fournitures de bureau,Fournitures,0,"Elite Trimmer, Steel",6079,5,790
4634,MX-2016-133396,2016,6,5,2016,6,12,Tarif normal,NC-19255,Natividad Collazo,Entreprise,Culiacán,Sinaloa,Mexique,LATAM - Nord,OFF-PA-10004923,Fournitures de bureau,Papier,0.2,"Xerox Memo Slips, Multicolor",1826.88,2,502.08
4635,SV-2017-159366,2017,10,14,2017,10,20,Tarif normal,OB-19705,Orestes Briones,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,TEC-AC-10003533,Produits technologiques,Accessoires,0,"SanDisk Mouse, Bluetooth",1873.6,4,36.8
4636,SV-2017-159366,2017,10,14,2017,10,20,Tarif normal,OB-19705,Orestes Briones,Bureau à domicile,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-ST-10004367,Fournitures de bureau,Stockage,0,"Rogers Trays, Blue",9159,3,3571.8
4637,PE-2015-102876,2015,11,20,2015,11,20,Le même jour,RS-20620,Rocío Salcedo,Entreprise,Trujillo,La Libertad,Pérou,LATAM - Sud,OFF-LA-10003283,Fournitures de bureau,Étiquettes,0.4,"Harbour Creations Removable Labels, Adjustable",519.48,3,-130.32
4638,PE-2018-119823,2018,3,15,2018,3,18,Prioritaire,AG-11260,Adrián Gálvez,Grand public,Lima,Lima (city),Pérou,LATAM - Sud,OFF-AR-10002991,Fournitures de bureau,Art,0.4,"Binney & Smith Markers, Blue",391.68,8,-229.12
4639,PA-2017-161081,2017,2,5,2017,2,10,J+2,PL-19945,Piero Limón,Grand public,San Miguelito,Panamá,Panama,LATAM - Centre,OFF-ST-10003147,Fournitures de bureau,Stockage,0.4,"Tenex Box, Blue",504.72,3,-294.48
4640,PA-2017-161081,2017,2,5,2017,2,10,J+2,PL-19945,Piero Limón,Grand public,San Miguelito,Panamá,Panama,LATAM - Centre,OFF-LA-10000356,Fournitures de bureau,Étiquettes,0.4,"Novimex Round Labels, 5000 Label Set",198,3,-105.6
4641,PA-2017-161081,2017,2,5,2017,2,10,J+2,PL-19945,Piero Limón,Grand public,San Miguelito,Panamá,Panama,LATAM - Centre,OFF-AR-10003384,Fournitures de bureau,Art,0.4,"Boston Pens, Water Color",77.52,2,-2.88
